url,title,score,posterImagePath,certification,overview,tagline,genres,trailerUrl,language
https://www.themoviedb.org/tv/34307,"Mặt Dày
(2011)",79.0,poster_final/34307.jpg,TV-MA,"Diễn viên từng được đề cử giải Oscar William H. Macy đóng vai Frank Gallagher, một người cha độc thân của sáu người dành phần lớn thời gian rảnh của mình để uống rượu tại các quán bar. Những đứa trẻ Gallagher - dẫn đầu bởi cô con gái lớn nhất Fiona (Emmy Rossum), người đảm nhận phần lớn trách nhiệm nuôi dạy con do vắng mặt mẹ - cố gắng tự nuôi mình mặc dù Frank không có cách nuôi dạy con cái và cách nuôi dạy khác thường khi anh làm chọn hành động như một người cha. Bộ phim là bộ phim chuyển thể từ chương trình cùng tên của người Anh từng đoạt giải BAFTA.",,"Phim Chính Kịch, Phim Hài",,vi
https://www.themoviedb.org/tv/4607,"Mất Tích
(2004)",79.0,poster_final/4607.jpg,TV-14,"Phim là câu chuyện về những con người sống sót trên chuyến bay Oceanic Airlines Flight 815 từ Sydney đến Los Angeles. Máy bay của họ rơi xuống một hòn đảo kỳ bí đâu đó ở Nam Thái Bình Dương với những hiện tượng không thể giải thích được. Xuyên suốt bộ phim là quá trình tìm kiếm đường trở về của những người sống sót, thông qua đó khám phá điều bí ẩn của hòn đảo và The Others - Một nhóm người đã ở trên đảo từ trước.",Everything happens for a reason.,"Action & Adventure, Phim Bí Ẩn",,vi
https://www.themoviedb.org/tv/5451,"Without Breasts There Is No Paradise
(2008)",77.0,poster_final/5451.jpg,,"Sin Senos no hay Paraíso is a RTI Colombia–Telemundo remake and loose adaptation of the original Colombian series Sin Tetas No Hay Paraíso. The series is based on investigative journalist Gustavo Bolivar's debut novel and features an attractive young prostitute who desires to have massive breast implants in order to attract a rich cocaine smuggler. It is also based on a true story. The series premiered on June 16, 2008;",,"Action & Adventure, Phim Chính Kịch, Phim Lãng Mạn",,en
https://www.themoviedb.org/tv/109958,"The Haunting of Bly Manor
(2020)",79.0,poster_final/109958.jpg,TV-MA,"After an au pair’s tragic death, Henry Wingrave hires a young American nanny to care for his orphaned niece and nephew who reside at Bly Manor with the estate’s chef Owen, groundskeeper Jamie and housekeeper, Mrs. Grose. But all is not as it seems at the manor, and centuries of dark secrets of love and loss are waiting to be unearthed in this chilling romance. At Bly Manor, dead doesn’t mean gone.",Dead doesn't mean gone.,"Phim Bí Ẩn, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/99466,"Yarichin Bitch Club
(2018)",52.0,poster_final/99466.jpg,TV-MA,"An all-boys boarding school deep in the mountains where love unfolds. Despite the brimming sexual desire, the overly awkward love story hooks you in! First-year Toono transfers from Tokyo to the all-boys boarding school deep in the mountains, ""Mori Moori Private School."" The friendly Yaguchi who calls out to him becomes his only friend, but his dislike of sports makes him join the most laid-back looking photography club instead of Yaguchi's soccer club. However, the photography club is in name only and is actually nicknamed the ""Yarichin Bitch Club,"" filled with colorful seniors. In contrast to the troubled Toono, Kajima, who joined the club at the same time, is completely unphased and even slips a confession to Toono into the confusion. Toono himself thinks Yaguchi is cute, but Yaguchi finds himself blushing around Kajima and stuff happens. Furthermore, complications arise between the seniors…",,"Phim Hoạt Hình, Phim Hài",,en
https://www.themoviedb.org/tv/9890,"The Dick Cavett Show
(1968)",0.0,poster_final/9890.jpg,,The Dick Cavett Show has been the title of several talk shows hosted by Dick Cavett on various television networks.,,Talk,,en
https://www.themoviedb.org/tv/5371,"iCarly
(2007)",79.0,poster_final/5371.jpg,TV-G,"Watch Carly, Sam, and Freddie, as they try to balance their everyday 8th grade lives with their newfound fame managing and starring in the most awesome show on the web.",,"Phim Hài, Phim Gia Đình, Phim Chính Kịch, Kids",,en
https://www.themoviedb.org/tv/63401,"We Bare Bears
(2015)",77.0,poster_final/63401.jpg,TV-Y7,"Three brother bears awkwardly attempt to find their place in civilized  society, whether they're looking for food, trying to make human friends,  or scheming to become famous on the internet. Grizzly, Panda and Ice  Bear stack atop one another when they leave their cave and explore the  hipster environs of the San Francisco Bay Area, and it's clear the  siblings have a lot to learn about a technologically driven world. By  their side on many adventures are best friend Chloe (the only human  character in the cast), fame-obsessed panda Nom Nom, and Charlie, aka  Bigfoot.",,"Phim Gia Đình, Phim Hài, Phim Hoạt Hình",,en
https://www.themoviedb.org/tv/111625,"Dash & Lily
(2020)",81.0,poster_final/111625.jpg,TV-PG,"A whirlwind holiday romance builds as cynical Dash and optimistic Lily trade dares, dreams, and desires in the notebook they pass back and forth at locations all across New York City.","This holiday season, dare to fall in love.","Phim Hài, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/1973,"24
(2001)",77.0,poster_final/1973.jpg,TV-14,"24 is an American television series produced for the Fox network and syndicated worldwide, starring Kiefer Sutherland as Counter Terrorist Unit agent Jack Bauer. Each 24-episode season covers 24 hours in the life of Bauer, using the real time method of narration.",,"Action & Adventure, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/121,"Doctor Who
(1963)",79.0,poster_final/121.jpg,PG,"The adventures of a Time Lord—a time-travelling humanoid alien known as the Doctor—who explores the universe in his TARDIS, a sentient time-travelling space ship. Its exterior appears as a blue British police box, which was a common sight in Britain in 1963 when the series first aired. Along with a succession of companions, the Doctor faces a variety of foes while working to save civilisations, help ordinary people, and right wrongs.",,"Action & Adventure, Phim Chính Kịch, Sci-Fi & Fantasy",,en
https://www.themoviedb.org/tv/102182,"Te doy la vida
(2020)",73.0,poster_final/102182.jpg,,"A couple adopts a boy named Nicolás. Over the months, Nicolás is diagnosed with leukemia, and to try to recover, he will need the help of his biological father, whom he does not know.",,"Phim Chính Kịch, Soap",,en
https://www.themoviedb.org/tv/498,"Late Show with David Letterman
(1993)",65.0,poster_final/498.jpg,,"Late Show with David Letterman is an American late-night talk show hosted by David Letterman on CBS. The show debuted on August 30, 1993, and is produced by Letterman's production company, Worldwide Pants Incorporated and CBS Television Studios. The show's music director and band-leader of the house band, the CBS Orchestra, is Paul Shaffer. The head writer is Matt Roberts and the announcer is Alan Kalter. Of the major U.S. late-night programs, Late Show ranks second in cumulative average viewers over time and third in number of episodes over time. The show leads other late night shows in ad revenue with $271 million in 2009.In most U.S. markets the show airs at 11:35 p.m. Eastern/Pacific time, but is recorded Monday through Wednesday at 4:30 p.m., and Thursdays at 3:30 p.m and 6:00 p.m. The second Thursday episode usually airs on Friday of that week.In 2002, Late Show with David Letterman was ranked No. 7 on TV Guide's 50 Greatest TV Shows of All Time. CBS has a contract with Worldwide Pants to continue the show through 2014; by then, Letterman will surpass Johnny Carson as the longest tenured late-night talk show host.",,"Talk, Phim Hài",,en
https://www.themoviedb.org/tv/16420,"Vườn Sao Băng - Boys Over Flowers
(2009)",83.0,poster_final/16420.jpg,14,"Jan Di là một cô gái bình thường, gia đình có tiệm giặt khô gần trường đại học danh tiếng dành cho con nhà Shin Hwa.Một ngày nọ Jan Di gặp được 4 chàng trai nổi tiếng ""quậy"" và đều là con nhà giàu có khi cô vào trường này giao đồ giặt ủi. Bốn chàng trai này được biết đến như là một nhóm F4, những ai lên tiếng chống đối bốn anh chàng này đều không được ""yên thân"".",,"Phim Hài, Phim Chính Kịch",,vi
https://www.themoviedb.org/tv/2288,"Prison Break
(2005)",80.0,poster_final/2288.jpg,TV-14,"Due to a political conspiracy, an innocent man is sent to death row and his only hope is his brother, who makes it his mission to deliberately get himself sent to the same prison in order to break the both of them out, from the inside out.",Break in. Break out. Save your brother's life.,"Action & Adventure, Phim Hình Sự, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/88548,"Gửi Thời Thanh Xuân Ấm Áp Của Chúng Ta
(2019)",74.0,poster_final/88548.jpg,TV-Y7,"Chuyện tình yêu hài hước ngọt ngào giữa Tư Đồ Mạt - cô nàng thực tập sinh của công ty quảng cáo và Cố Vị Dịch - chàng học bá đam mê vật lý có tình cách ngoài lạnh trong nóng, nhờ hợp tác cùng nhau, trải qua đủ chuyện bất ngờ mà cả hai về chung một nhà.",,"Phim Chính Kịch, Phim Hài",,vi
https://www.themoviedb.org/tv/82395,"The Liar
(2012)",0.0,poster_final/82395.jpg,,We don't have an overview translated in English. Help us expand our database by adding one.,,Reality,,en
https://www.themoviedb.org/tv/66788,"13 Lý Do Tại Sao
(2017)",78.0,poster_final/66788.jpg,TV-MA,"Nam sinh trung học Clay Jensen bị cuốn vào trung tâm của một loạt những bí ẩn đau lòng, bắt nguồn từ vụ tự tử bi thảm của một người bạn.","Nếu bạn đang lắng nghe, bạn đã quá muộn.","Phim Chính Kịch, Phim Bí Ẩn",,vi
https://www.themoviedb.org/tv/70215,"The White Princess
(2017)",81.0,poster_final/70215.jpg,TV-MA,"The story of Elizabeth of York, the White Queen's daughter, and her marriage to the Lancaster victor, Henry VII. Based on the Philippa Gregory book of the same name.",,Phim Chính Kịch,,en
https://www.themoviedb.org/tv/113600,"Equinox
(2020)",77.0,poster_final/113600.jpg,18+,"Haunted by visions after her sister vanished with her classmates 21 years before, Astrid begins an investigation that uncovers the dark, eerie truth.",,"Sci-Fi & Fantasy, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/75450,"Biệt Đội Titans
(2018)",81.0,poster_final/75450.jpg,TV-MA,A team of young superheroes led by Nightwing (formerly Batman's first Robin) form to combat evil and other perils.,,"Action & Adventure, Sci-Fi & Fantasy, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/45950,"High School DxD
(2012)",88.0,poster_final/45950.jpg,TV-MA,"The story follows Issei Hyōdō, a dim-witted, lecherous second-year high school student who is killed by a girl on his first date ever. Issei is reincarnated as a devil, and from that day forward, he serves as an underling of Riasu, a high-level devil who is also the prettiest girl on Issei's campus.",,"Action & Adventure, Phim Hài, Sci-Fi & Fantasy, Phim Hoạt Hình",,en
https://www.themoviedb.org/tv/92209,"Truth Seekers
(2020)",75.0,poster_final/92209.jpg,15,"A ghost-hunting duo team up to uncover and film paranormal sightings across the U.K. and share their adventures on an online channel. Their supernatural experiences grow more frequent, terrifying, and even deadly as the pair begin to uncover a conspiracy that could threaten the entire human race.","The truth is way, way out there.",Phim Hài,,en
https://www.themoviedb.org/tv/31072,"The Plush Family
(2002)",75.0,poster_final/31072.jpg,TV-PG,A family that deals with the conflicts and problems of daily life but in a comical and exaggerated way with the particularity that they live in a city that is built entirely of stuffed animals and with all the stuffed accessories.,,Phim Hài,,en
https://www.themoviedb.org/tv/1433,"American Dad!
(2005)",66.0,poster_final/1433.jpg,TV-14,"The series focuses on an eccentric motley crew that is the Smith family and their three housemates: Father, husband, and breadwinner Stan Smith; his better half housewife, Francine Smith; their college-aged daughter, Hayley Smith; and their high-school-aged son, Steve Smith. Outside of the Smith family, there are three additional main characters, including Hayley's boyfriend turned husband, Jeff Fischer; the family's man-in-a-goldfish-body pet, Klaus; and most notably the family's zany alien, Roger, who is ""full of masquerades, brazenness, and shocking antics.""",,"Phim Hoạt Hình, Phim Hài",,en
https://www.themoviedb.org/tv/63247,"Thế Giới Viễn Tây
(2016)",81.0,poster_final/63247.jpg,TV-MA,"Thế giới miền Tây (tiếng Anh: Westworld) là một bộ phim khoa học viễn tưởng miền Tây rùng rợn do tiểu thuyết gia Michael Crichton đạo diễn và viết kịch bản nói về những con rô-bốt trong công viên giải trí gặp sự cố và bắt đầu giết hại du khách tới đây. Phim có sự tham gia của Yul Brynner vai Gunslinger, Richard Benjamin vai Peter Martin và James Brolin vai John Blane.",Every hero has a code.,"Phim Miền Tây, Phim Khoa Học Viễn Tưởng",,vi
https://www.themoviedb.org/tv/95269,"Toilet-Bound Hanako-kun
(2020)",88.0,poster_final/95269.jpg,TV-14,"The famous ""Seven Wonders"" that every school seems to have are a staple of Japanese urban legends. One of the most well-known of these tales is that of Hanako-san: the ghost of a young girl who haunts the school's bathrooms.Kamome Academy has its own version of Hanako-san's legend. Rumors claim that if one successfully manages to summon Hanako-san, she will grant her summoner any wish. Lured by the gossip, many people have tried to call upon her, yet every attempt has failed. However, when Nene Yashiro, a girl hoping for romantic fortune, dares to summon Hanako-san, she discovers that the rumored ""girl"" is actually a boy!After a series of unfortunate events involving Nene's romantic desires, she is unwillingly entangled in the world of the supernatural, becoming Hanako-kun's assistant. Soon, she finds out about Hanako-kun's lesser-known duty: maintaining the fragile balance between mortals and apparitions.",,"Phim Hoạt Hình, Phim Bí Ẩn, Phim Hài",,en
https://www.themoviedb.org/tv/86382,"The Stand
(2020)",71.0,poster_final/86382.jpg,TV-MA,"In a world mostly wiped out by the plague and embroiled in an elemental struggle between good and evil, the fate of mankind rests on the frail shoulders of the 108-year-old Mother Abagail and a handful of survivors. Their worst nightmares are embodied in a man with a lethal smile and unspeakable powers: Randall Flagg, the Dark Man.",,"Sci-Fi & Fantasy, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/94156,"You Cannot Hide
(2019)",73.0,poster_final/94156.jpg,,"After discovering that her husband is involved with drug trafficking, and she decides to cooperate with the DEA, Lidia is forced to move to Spain with her teenage daughter, fleeing her tragic past to start a new life. Two years later, in Spain, Lidia's life enters chaos once more when someone is sent to kill her and her daughter is kidnapped.",,Phim Hình Sự,,en
https://www.themoviedb.org/tv/88713,"We Are Who We Are
(2020)",81.0,poster_final/88713.jpg,TV-MA,"Two American kids who live on a U.S. military base in Italy explore friendship, first love, identity, and all the messy exhilaration and anguish of being a teenager.","Right here, right now.",Phim Chính Kịch,,en
https://www.themoviedb.org/tv/78903,"Utopia
(2020)",73.0,poster_final/78903.jpg,TV-MA,A group of young adults who met online are mercilessly hunted by a shadowy deep state organization after they come into possession of a near-mythical cult underground graphic novel.,What have you done to earn your place in this crowded world?,"Phim Chính Kịch, Action & Adventure, Phim Bí Ẩn",,en
https://www.themoviedb.org/tv/94498,"Appare-Ranman!
(2020)",73.0,poster_final/94498.jpg,TV-14,"During the back-end of the 19th century, the genius but socially awkward engineer Sorano Appare and the wise yet cowardly samurai Isshiki Kosame find themselves drifting in the sea between Japan and America. With no money, the duo decide to enter the Trans-America Wild Race to win the prize money so they can get home. The two encounter rivals, bandits, and challenges in the wilderness as they race through America, from the starting line in Los Angeles to the finish line in New York, in the steam-powered car they built.(Source: MyAnimeList News)",,"Phim Hoạt Hình, Action & Adventure",,en
https://www.themoviedb.org/tv/35610,"戦国お伽草子–犬夜叉
(2000)",85.0,poster_final/35610.jpg,TV-14,"Kagome Higurashi is a modern day young girl who lives with her family by the old Higure shrine. Unbeknownst to Kagome, she is the reincarnation of priestess Kikyo and posseses the ""Jewel of Four Souls"" (the Shikon jewel). One ill-fated day, Kagome locates an ancient well near her home and is abruptly transported through the well and into a feudal Japan, inhabited by demons. There, she encounters Inuyasha, son of a powerful demon father and a human mother, who is pinned to a tree by an enchanted arrow.",,"Phim Hoạt Hình, Sci-Fi & Fantasy, Action & Adventure, Phim Hài, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/7225,"Merlin
(2008)",76.0,poster_final/7225.jpg,PG,"The unlikely friendship between Merlin, a young man gifted with extraordinary magical powers, and Prince Arthur, heir to the crown of Camelot.",Magic is his destiny.,"Action & Adventure, Phim Chính Kịch, Sci-Fi & Fantasy",,en
https://www.themoviedb.org/tv/79744,"The Rookie
(2018)",79.0,poster_final/79744.jpg,TV-14,"Starting over isn’t easy, especially for small-town guy John Nolan who, after a life-altering incident, is pursuing his dream of being an LAPD officer. As the force’s oldest rookie, he’s met with skepticism from some higher-ups who see him as just a walking midlife crisis.",He’s got this.,"Phim Hình Sự, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/111462,"The Liberator
(2020)",73.0,poster_final/111462.jpg,TV-MA,"A diverse, dedicated, rough-and-tumble squad of soldiers spearheads the Allied invasion of Italy during World War II.",No soldier survives alone.,"War & Politics, Phim Hoạt Hình, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/580,"Star Trek: Deep Space Nine
(1993)",79.0,poster_final/580.jpg,TV-PG,"At Deep Space Nine, a space station located next to a wormhole in the vicinity of the liberated planet of Bajor, Commander Sisko and crew welcome alien visitors, root out evildoers and solve all types of unexpected problems that come their way.","At the edge of the Final Frontier, the Universe's greatest mystery is about to unfold.","Action & Adventure, Phim Chính Kịch, Sci-Fi & Fantasy",,en
https://www.themoviedb.org/tv/655,"Star Trek: The Next Generation
(1987)",82.0,poster_final/655.jpg,TV-PG,"Follow the intergalactic adventures of Capt. Jean-Luc Picard and his loyal crew aboard the all-new USS Enterprise NCC-1701D, as they explore new worlds.",,"Action & Adventure, Phim Chính Kịch, Phim Bí Ẩn, Sci-Fi & Fantasy",,en
https://www.themoviedb.org/tv/31251,"Victorious
(2010)",81.0,poster_final/31251.jpg,7,Aspiring singer Tori Vega navigates life while attending a performing arts high school called Hollywood Arts.,,"Phim Chính Kịch, Phim Hài, Phim Gia Đình, Kids",,en
https://www.themoviedb.org/tv/97890,"Power Book II: Ghost
(2020)",84.0,poster_final/97890.jpg,TV-MA,"Picking up just days after the “Power” finale, this sequel series follows Tariq navigating his new life, in which his desire to shed his father’s legacy comes up against the mounting pressure to save his family.",Choose wisely,"Phim Hình Sự, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/75219,"9-1-1
(2018)",80.0,poster_final/75219.jpg,TV-14,"Explore the high-pressure experiences of police officers, paramedics and firefighters who are thrust into the most frightening, shocking and heart-stopping situations. These emergency responders must try to balance saving those who are at their most vulnerable with solving the problems in their own lives.",What’s your emergency?,"Phim Chính Kịch, Action & Adventure, Phim Hình Sự",,en
https://www.themoviedb.org/tv/95623,"Yuru Camp △ Live Action
(2020)",75.0,poster_final/95623.jpg,,"This is the story of a winter day. Kagamihara Nadeshiko, a female high school student who moved from Shizuoka to Yamanashi, rode a bicycle to see Mt. Fuji, but unfortunately, the weather was cloudy and Mt. Fuji cannot be seen. Tired, Nadeshiko falls asleep on the spot and wakes up at night. This is her first time going there and she didn't know how to return.Fortunately, Shima Rin, a girl who loves camping, saves her. They lit a bonfire to warm up and the sound of the blazing firewood permeates the silence of the lake.",,Phim Hài,,en
https://www.themoviedb.org/tv/74428,"Rosario Tijeras
(2016)",73.0,poster_final/74428.jpg,,Worlds collide when a vengeance-obsessed young woman from the other side of the tracks captures the attention of two well-off friends.,,Phim Chính Kịch,,en
https://www.themoviedb.org/tv/56570,"Outlander
(2014)",80.0,poster_final/56570.jpg,TV-MA,"The story of Claire Randall, a married combat nurse from 1945 who is mysteriously swept back in time to 1743, where she is immediately thrown into an unknown world where her life is threatened. When she is forced to marry Jamie, a chivalrous and romantic young Scottish warrior, a passionate affair is ignited that tears Claire's heart between two vastly different men in two irreconcilable lives.",What if your future was the past?,"Phim Phiêu Lưu, Phim Chính Kịch, Phim Giả Tượng, Phim Lãng Mạn",,en
https://www.themoviedb.org/tv/95,"Buffy the Vampire Slayer
(1997)",82.0,poster_final/95.jpg,TV-14,"Into every generation a slayer is born: one girl in all the world, a chosen one. She alone will wield the strength and skill to fight the vampires, demons, and the forces of darkness; to stop the spread of their evil and the swell of their number. She is the Slayer.",Get home before dark.,"Phim Hài, Phim Chính Kịch, Sci-Fi & Fantasy, Action & Adventure",,en
https://www.themoviedb.org/tv/2316,"The Office
(2005)",85.0,poster_final/2316.jpg,TV-14,"The everyday lives of office employees in the Scranton, Pennsylvania branch of the fictional Dunder Mifflin Paper Company.",,Phim Hài,,en
https://www.themoviedb.org/tv/1420,"New Girl
(2011)",69.0,poster_final/1420.jpg,TV-14,"Jessica Day is an offbeat and adorable girl in her late 20s who, after a bad breakup, moves in with three single guys. Goofy, positive, vulnerable and honest to a fault, Jess has faith in people, even when she shouldn't. Although she's dorky and awkward, she's comfortable in her own skin. More prone to friendships with women, she's not used to hanging with the boys—especially at home.",Boys will be boys. Jess will be Jess.,Phim Hài,,en
https://www.themoviedb.org/tv/23915,"Markus Lanz
(2008)",0.0,,,We don't have an overview translated in English. Help us expand our database by adding one.,,Talk,,en
https://www.themoviedb.org/tv/19614,"It
(1990)",68.0,poster_final/19614.jpg,TV-14,"In 1960, seven outcast kids known as ""The Losers' Club"" fight an evil demon who poses as a child-killing clown. Thirty years later, they reunite to stop the demon once and for all when it returns to their hometown.",,"Phim Chính Kịch, Phim Bí Ẩn, Sci-Fi & Fantasy",,en
https://www.themoviedb.org/tv/93786,"The Right Stuff
(2020)",69.0,poster_final/93786.jpg,TV-14,"At the height of the Cold War, newly formed NASA selects seven of the military’s best test pilots to become astronauts. Competing to be the first in space, these men achieve the extraordinary, inspiring the world to turn towards a new horizon of ambition and hope.",The race to be first in space.,Phim Chính Kịch,,en
https://www.themoviedb.org/tv/67133,"MacGyver
(2016)",71.0,poster_final/67133.jpg,TV-14,20-something Angus MacGyver creates a clandestine organization where he uses his knack for solving problems in unconventional ways to help prevent disasters from happening.,No man has done more with less.,"Phim Chính Kịch, Action & Adventure",,en
https://www.themoviedb.org/tv/62643,"DC's Legends of Tomorrow
(2016)",72.0,poster_final/62643.jpg,TV-14,"When heroes alone are not enough ... the world needs legends. Having seen the future, one he will desperately try to prevent from happening, time-traveling rogue Rip Hunter is tasked with assembling a disparate group of both heroes and villains to confront an unstoppable threat — one in which not only is the planet at stake, but all of time itself. Can this ragtag team defeat an immortal threat unlike anything they have ever known?",Their time is now.,"Action & Adventure, Phim Chính Kịch, Sci-Fi & Fantasy",,en
https://www.themoviedb.org/tv/1407,"Homeland
(2011)",75.0,poster_final/1407.jpg,TV-MA,"CIA officer Carrie Mathison is tops in her field despite being bipolar, which makes her volatile and unpredictable. With the help of her long-time mentor Saul Berenson, Carrie fearlessly risks everything, including her personal well-being and even sanity, at every turn.",,"Phim Chính Kịch, Action & Adventure, Phim Hình Sự, War & Politics",,en
https://www.themoviedb.org/tv/61923,"Star vs. the Forces of Evil
(2015)",83.0,poster_final/61923.jpg,TV-Y7,"Intergalactic warrior Star Butterfly arrives on Earth to live with the Diaz family. She continues to battle villains throughout the universe and high school, mainly to protect her extremely powerful wand, an object that still confuses her.",,"Action & Adventure, Phim Hoạt Hình, Phim Hài, Sci-Fi & Fantasy",,en
https://www.themoviedb.org/tv/1620,"CSI: Miami
(2002)",76.0,poster_final/1620.jpg,16,"CSI: Miami follows Crime Scene Investigators working for the Miami-Dade Police Department as they use physical evidence, similar to their Las Vegas counterparts, to solve grisly murders. The series mixes deduction, gritty subject matter, and character-driven drama in the same vein as the original series in the CSI franchise, except that the Miami CSIs are cops first, scientists second.",,"Phim Chính Kịch, Phim Bí Ẩn, Phim Hình Sự",,en
https://www.themoviedb.org/tv/65733,"Doraemon
(2005)",64.0,poster_final/65733.jpg,TV-PG,"Robotic cat Doraemon is sent back in time from the 22nd century to protect 10-year-old Noby, a lazy and uncoordinated boy who is destined to have a tragic future. Doraemon can create secret gadgets from a pocket on his stomach, but they usually cause more bad than good because of Noby's propensity to misuse them.",,"Action & Adventure, Phim Hoạt Hình, Phim Hài, Sci-Fi & Fantasy",,en
https://www.themoviedb.org/tv/42009,"Gương Đen - Black Mirror
(2011)",83.0,poster_final/42009.jpg,18,"Black Mirror là tấm gương phản chiếu mặt đen tối nhất của nhân loại, xoáy vào những vấn đề của con người trong thời kì công nghệ đang phát triển nhanh đến đáng sợ.Với mỗi tập là một cốt truyện riêng biệt, bộ phim khiến người xem không thể rời mắt bằng hàng loạt nút thắt bất ngờ được gỡ một cách khéo léo và những kết thúc nặng nề, ám ảnh và không tài nào đoán trước được.",,"Sci-Fi & Fantasy, Phim Chính Kịch",,vi
https://www.themoviedb.org/tv/34860,"Nintama Rantarō
(1993)",47.0,poster_final/34860.jpg,,"Rantarō, Shinbei and Kirimaru are ninja  apprentices in the Ninja Gakuen, where first grade ones are called  ""Nintamas"". They must learn  everything a ninja must know, but as for our heroes, money, food or  playing are more interesting. The series show the everyday adventures of  our heroes.",,"Phim Hài, Action & Adventure",,en
https://www.themoviedb.org/tv/66579,"The Three Sides of Ana
(2016)",69.0,poster_final/66579.jpg,12,"Over a road trip, triplets Ana Laura, Ana Leticia, and Ana Lucía, along with their parents, suffer a dramatic accident crashing by the side of a river. The consequences of this event are catastrophic: Both parents die, Ana Laura loses one leg, and Ana Lucía, unconscious, is dragged by the river’s flow. Only Ana Leticia, who actually caused the accident, emerges unscathed. Soledad, a woman who was seriously hurt after her daughter’s death, helps Ana Lucía, whom she finds agonizing. Although Soledad discovers who the girl is, she takes advantage of her memory loss regarding the accident and her family and decides to keep her, making her believe she is her mother. Despite everyone declares Ana Lucía is death, Ernestina, the triplets' grandmother, and Ramiro, their uncle, don’t give up and do everything they can to find Ana Lucía. But years go by, the same as their wishful",,"Soap, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/63639,"The Expanse
(2015)",78.0,poster_final/63639.jpg,TV-14,A thriller set two hundred years in the future following the case of a missing young woman who brings a hardened detective and a rogue ship's captain together in a race across the solar system to expose the greatest conspiracy in human history.,The stars are better off without us.,"Phim Chính Kịch, Phim Bí Ẩn, Sci-Fi & Fantasy",,en
https://www.themoviedb.org/tv/71912,"Thợ Săn Quái Vật
(2019)",82.0,poster_final/71912.jpg,TV-MA,"The Witcher được chuyển thể từ bộ tiểu thuyết nổi tiếng của nhà văn Ba Lan Andrzej Sapkowski, cũng như loạt game ăn khách cùng tên. Bối cảnh của The Witcher đặt tại một vùng đất hư cấu có tên Đại Lục (The Continent), tràn ngập những loài quái vật nguy hiểm. Một nhóm những chiến binh sở hữu siêu năng lực được tạo ra, được gọi là Witcher để săn lùng và tiêu diệt chúng.",The worst monsters are the ones we create.,"Sci-Fi & Fantasy, Phim Chính Kịch, Action & Adventure",,vi
https://www.themoviedb.org/tv/90855,"SAINT SEIYA: Knights of the Zodiac
(2019)",72.0,poster_final/90855.jpg,TV-14,"Seiya and the Knights of the Zodiac rise again to protect the reincarnation of the goddess Athena, but a dark prophecy hangs over them all.",,"Phim Hoạt Hình, Action & Adventure, Sci-Fi & Fantasy",,en
https://www.themoviedb.org/tv/1424,"Orange Is the New Black
(2013)",76.0,poster_final/1424.jpg,TV-MA,"A crime she committed in her youthful past sends Piper Chapman to a women's prison, where she trades her comfortable New York life for one of unexpected camaraderie and conflict in an eccentric group of fellow inmates.",Every sentence is a story.,"Phim Hài, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/81354,"Ratched
(2020)",79.0,poster_final/81354.jpg,TV-MA,"An origins story, beginning in 1947, which follows Ratched's journey and evolution from nurse to full-fledged monster tracking her murderous progression through the mental health care system.",,"Phim Chính Kịch, Phim Hình Sự, Phim Bí Ẩn",,en
https://www.themoviedb.org/tv/62560,"Mr. Robot
(2015)",82.0,poster_final/62560.jpg,TV-MA,"Phim MR. ROBOT nói về Elliot, một lập trình viên trẻ 24 tuổi có xu hướng bài xích xã hội và tiếp xúc với những người khác bằng cách xâm nhập vào máy tính của họ. Ban ngày anh là kỹ sữ làm việc cho một công ty an ninh mạng còn ban đêm lại trở thành một hacker. Elliot gặp phải rắc rối khi 1 người tự xưng là lãnh đạo của một nhóm hacker mang tên Fsociety tuyển anh vào nhóm với mục tiêu là phá hủy tập đoàn E Corp mà công ty anh đang có hợp đồng bảo vệ an ninh mạng cho tập đoàn này.",Hello friend.,"Phim Hình Sự, Phim Chính Kịch",,vi
https://www.themoviedb.org/tv/73671,"Suburra: Blood on Rome
(2017)",74.0,poster_final/73671.jpg,TV-MA,"In 2008, a fight over land in a seaside town near Rome spirals into a deadly battle between organized crime, corrupt politicians and the Vatican.",Only Rome is eternal.,"Phim Hình Sự, Phim Chính Kịch",,en
https://www.themoviedb.org/tv/60866,"iZombie
(2015)",78.0,poster_final/60866.jpg,TV-14,"A medical student who becomes a zombie joins a Coroner's Office in order to gain access to the brains she must reluctantly eat so that she can maintain her humanity. But every brain she eats, she also inherits their memories and must now solve their deaths with help from the Medical examiner and a police detective.",Kicking ass and taking brains.,"Phim Kinh Dị, Phim Chính Kịch, Phim Hình Sự, Sci-Fi & Fantasy",,en
